Title,Rating,Votes,Runtimes,Budget,World_Gross,Country,Action,Adventure,Adult,Animation,Comedy,Crime,Documentary,Drama,Fantasy,Family,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Short,Thriller,War,Western
Waar,8.5,27004,130,,,Pakistan,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Ningen no j?ken,8.5,2676,181,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
O21,8.5,2478,124,,,Pakistan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Das Leben der Anderen,8.5,239232,137,"$2,000,000","$77,356,819 (Worldwide) (1 February 2009)",Germany,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Bacheha-Ye aseman,8.5,23619,89,"$180,000",,Iran,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Promises,8.5,2337,,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamla Rose,8.5,2276,112,,,UK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nea Marin miliardar,8.5,2240,88,,,Romania,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chavez: Inside the Coup,8.5,2033,74,,,Ireland,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iruvar,8.5,2001,140,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Masoom,8.5,1980,165,,,India,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Kozijat rog,8.5,1813,,,,Bulgaria,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3 Idiots,8.5,179791,170,,"$80,000,000 (Worldwide) (7 March 2010)",India,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Presto,8.5,15917,5,,,USA,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
La meglio giovent?,8.5,15651,383,,,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Mouna Ragam,8.5,1434,146,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Nuovo Cinema Paradiso,8.5,138394,155,,,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zolotoy telyonok,8.5,1337,174,,,Soviet Union,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahanadi,8.5,1302,162,,,India,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sunset Blvd.,8.5,128961,110,"$1,752,000","$5,000,000 (Worldwide) (January 1960)",USA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Sadma,8.5,1262,141,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Great Dictator,8.5,124041,125,"$2,000,000","$11,000,000 (worldwide) (1940)",USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Hotaru no haka,8.5,122942,89,,,Japan,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Brown of Harvard,8.5,1226,85,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Aaranya Kaandam,8.5,1225,153,,,India,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Thillu Mullu,8.5,1205,136,,,India,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thoovanathumbikal,8.5,1205,,,,India,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
Cel mai iubit dintre pam?nteni,8.5,1163,138,,,Romania,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tko pjeva zlo ne misli,8.5,1118,,,,Yugoslavia,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Paths of Glory,8.5,110651,88,"$935,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Jawani Phir Nahi Ani,8.5,1095,,,,Pakistan,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Punjab 1984,8.5,1060,159,,,Canada,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Dark Knight Rises,8.5,1042739,164,"$250,000,000","$559,579,297 (Worldwide) (3 August 2012)",USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Suna no onna,8.5,10379,147,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Sansh? day?,8.4,9633,124,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Khosla Ka Ghosla!,8.4,9472,,,,India,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Paradise Lost: The Child Murders at Robin Hood Hills,8.4,9424,150,,,USA,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Ivan Vasilevich menyaet professiyu,8.4,9190,93,,,Soviet Union,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
M,8.4,91726,117,,,Germany,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Double Indemnity,8.4,90162,107,"$927,262",,USA,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Lion of the Desert,8.4,8982,173,"$35,000,000",,Libya,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Montevideo, Bog te video!",8.4,8726,140,,,Serbia,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Ladri di biciclette,8.4,85917,93,,,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Salt of the Earth,8.4,8455,110,,,France,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Masumiyet,8.4,7978,110,,,Turkey,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stop Making Sense,8.4,7807,88,"$1,200,000",,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
American Beauty,8.4,763139,122,"$15,000,000","$356,296,601 (Worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Khuda Kay Liye,8.4,7471,168,,,Pakistan,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Macskafog?,8.4,6992,96,,,Hungary,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J?i-uchi: Hairy? tsuma shimatsu,8.4,6960,128,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Union: The Business Behind Getting High,8.4,6922,,,,Canada,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Braveheart,8.4,680591,178,"$72,000,000","$210,409,945 (Worldwide) (31 May 2012)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
WALL¡PE,8.4,651471,98,"$180,000,000","$534,767,889 (Worldwide) (22 March 2009)",USA,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Rang De Basanti,8.4,62984,157,,,India,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Eternal Sunshine of the Spotless Mind,8.4,614353,108,"$20,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Reservoir Dogs,8.4,605921,99,"$1,200,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Kid,8.4,59480,68,"$250,000",,USA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Kad porastem bicu Kengur,8.4,5903,92,,,Serbia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars: Episode VI - Return of the Jedi,8.4,586280,134,"$32,500,000","$572,705,079 (Worldwide) (2015)",USA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Witness for the Prosecution,8.4,56321,116,"$3,000,000","$9,000,000 (Worldwide) (January 1960)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Shining,8.4,557173,146,"$19,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mihai Viteazul,8.4,5365,203,,,Romania,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Mrtav 'ladan,8.4,5354,90,,,Federal Republic of Yugoslavia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Requiem for a Dream,8.4,531413,102,"$4,500,000","$7,364,000 (Worldwide) (2000)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Clockwork Orange,8.4,512349,136,"$2,200,000",,UK,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Shahid,8.4,4993,129,"$1,000,000",,India,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Toy Story 3,8.4,494371,103,"$200,000,000","$1,063,171,911 (Worldwide) (1 November 2011)",USA,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Le fabuleux destin d'Am?lie Poulain,8.4,493716,122,,"$173,921,954 (worldwide)",France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Taxi Driver,8.4,464197,113,"$1,300,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K?yden Indim Sehire,8.4,4560,77,,,Turkey,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aliens,8.4,453322,137,"$18,500,000","$131,060,248 (Worldwide)",USA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Times of Harvey Milk,8.4,4414,90,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron Maiden: Flight 666,8.4,4237,112,,,UK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearts and Minds,8.4,3957,112,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Wrong Trousers,8.4,38844,30,,,UK,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Vuk,8.4,3866,79,,,Hungary,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chak De! India,8.4,38464,,,,India,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Foo Fighters: Back and Forth,8.4,3832,,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mughal-E-Azam,8.4,3680,197,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Rabbit of Seville,8.4,3597,7,,,USA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Eu N?o Quero Voltar Sozinho,8.4,3553,17,,,Brazil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
A Wednesday,8.4,35049,,,,India,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Bhaag Milkha Bhaag,8.4,34956,186,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Munna Bhai M.B.B.S.,8.4,34717,156,,,India,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Queen,8.4,34145,146,,,India,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12 stulev,8.4,3349,161,,,Soviet Union,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birlesen G?n?ller,8.4,3309,126,"$10,000,000",,Turkey,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mis,8.4,3289,111,,,Poland,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oldeuboi,8.4,325474,120,"$3,000,000","$14,980,005 (Worldwide) (8 December 2005)",South Korea,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Mimino,8.4,3233,91,,,Soviet Union,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Lions,8.4,3056,88,,,USA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Soodhu Kavvum,8.4,3038,135,,"INR 390,000,000 (Worldwide) (14 June 2013)",India,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Other Dream Team,8.4,3008,89,"$500,000",,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hadaka no shima,8.4,2997,94,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pel?sky,8.4,2875,115,,,Czech Republic,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ashes and Snow,8.4,2861,,,,USA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Rabbit Seasoning,8.4,2816,7,,,USA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Citizen Kane,8.4,278175,119,"$686,033",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Ugramm,8.4,2669,132,,,India,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
U2 3D,8.4,2649,85,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le chagrin et la piti?,8.4,2620,251,,,France,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Monanieba,8.4,2545,153,,,Soviet Union,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sunrise: A Song of Two Humans,8.4,25295,94,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Rabbit Fire,8.4,2470,7,,,USA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
The Look of Silence,8.4,2452,103,,,Denmark,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paperman,8.4,23952,,,,USA,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
La passion de Jeanne d'Arc,8.4,23498,82,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Angoor,8.4,2332,,,,India,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Culture High,8.4,2311,120,,,UK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La grande guerra,8.4,2286,137,,,Italy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Vertigo,8.4,227952,128,"$2,479,000","$25,000,000 (Worldwide) (January 1998)",USA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Andrey Rublyov,8.4,22009,205,,,Soviet Union,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vinni-Pukh,8.4,2095,11,,,Soviet Union,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
North by Northwest,8.4,205668,136,"$3,101,000","$22,213,000 (worldwide)",USA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Once Upon a Time in America,8.4,203262,251,"$30,000,000",,Italy,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mononoke-hime,8.4,201541,134,,"$159,375,308 (worldwide) (29 November 2013)",Japan,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
To Kill a Mockingbird,8.4,196877,129,"$2,000,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La jet?e,8.4,19631,28,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
Inside Out,8.4,196144,94,"$175,000,000","$552,744,913 (Worldwide) (28 July 2015)",USA,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Samsara,8.4,19533,102,"$4,000,000",,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
American Zeitgeist,8.4,1898,,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence of Arabia,8.4,177415,216,"$15,000,000","$77,324,144 (worldwide)",UK,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Blue Elephant,8.4,17441,170,"$3,500,000",,Egypt,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Tossing a Nigger in a Blanket,8.4,1744,,,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vincent,8.4,17249,6,,,USA,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Gamlet,8.4,1724,140,,,Soviet Union,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tengoku to jigoku,8.4,16962,,,,Japan,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Povodyr,8.4,1649,122,"$2,000,000",,Ukraine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jos? e Pilar,8.4,1644,117,,,Portugal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandariinid,8.4,16107,87,,,Estonia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Das Boot,8.4,156582,209,"$14,000,000","$84,970,337 (worldwide) (9 November 2013)",West Germany,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
My Flesh and Blood,8.4,1564,83,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nacionalna klasa,8.4,1562,105,,,Yugoslavia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Michael Madana Kamarajan,8.4,1523,162,,,India,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Occupation 101,8.4,1490,,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zhil-byl pyos,8.4,1460,10,,,Soviet Union,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Chelovek s kino-apparatom,8.4,14072,68,,,Soviet Union,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jodaeiye Nader az Simin,8.4,139781,123,"$500,000","$24,426,169 (worldwide)",Iran,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Singin' in the Rain,8.4,138196,103,"$2,540,800",,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Les enfants du paradis,8.4,13739,,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Drushyam,8.4,1365,150,,,India,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
First Time Loser,8.4,1342,90,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Macario,8.4,1342,91,,,Mexico,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,8.4,1330,,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Devasuram,8.4,1325,187,,,India,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Rape Story,8.4,1296,,,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Right Way,8.4,1261,77,,"$1,500,000 (Worldwide)",Canada,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ostrov sokrovishch,8.4,1179,76,,,Soviet Union,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Chithram,8.4,1097,159,,,India,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Marecku, podejte mi pero!",8.4,1079,91,,,Czechoslovakia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Down,8.4,1056,88,,,UK,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kanikuly v Prostokvashino,8.4,1007,18,,,Soviet Union,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fl?klypa Grand Prix,8.3,9979,88,,,Norway,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rash?mon,8.3,94303,88,,,Japan,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
On the Waterfront,8.3,92796,108,"$910,000",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Heiress,8.3,9033,115,"$2,600,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Batman Begins,8.3,891081,140,"$150,000,000","$374,218,673 (Worldwide) (19 July 2012)",USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banshun,8.3,8222,108,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Inglourious Basterds,8.3,796746,153,"$75,000,000","$321,455,689 (Worldwide) (17 December 2009)",USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
All About Eve,8.3,77068,138,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Divorzio all'italiana,8.3,7700,105,,,Italy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"What's Opera, Doc?",8.3,7602,7,,,USA,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
The Treasure of the Sierra Madre,8.3,73552,126,"$3,000,000",,USA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Mr. Smith Goes to Washington,8.3,71993,129,"$1,500,000",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ran,8.3,71798,162,"$11,500,000",,Japan,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
No End in Sight,8.3,7121,102,"$2,000,000",,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Cameraman,8.3,7084,69,,,USA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
PK,8.3,70557,153,,"$68,000,000 (Worldwide) (29 December 2014)",India,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Y?jinb?,8.3,68176,110,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Manjhi: The Mountain Man,8.3,6704,,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bol,8.3,6703,165,,,Pakistan,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pearl Jam Twenty,8.3,6410,109,,,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi!,8.3,6251,,,,USA,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
The Art of Flight,8.3,6217,80,"$2,000,000",,USA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gold Rush,8.3,61635,95,"$923,000",,USA,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Up,8.3,598426,96,"$175,000,000","$731,342,744 (Worldwide) (25 November 2011)",USA,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Smultronst?llet,8.3,58278,91,,,Sweden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Toy Story,8.3,563897,81,"$30,000,000","$361,958,736 (Worldwide) (5 September 2004)",USA,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Snatch.,8.3,557908,104,,,UK,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Will Hunting,8.3,552928,126,"$10,000,000","$225,933,435 (worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shoah,8.3,5290,566,,,France,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Inside Job,8.3,51420,105,,"$7,871,522 (worldwide)",USA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Swades: We, the People",8.3,51255,195,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Scarface,8.3,495614,170,"$25,000,000","$65,884,703 (Worldwide)",USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Virunga,8.3,4885,100,,,UK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Hamoun,8.3,4866,120,,,Iran,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The General,8.3,48628,78,"$750,000",,USA,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Manam,8.3,4818,163,,,India,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Indiana Jones and the Last Crusade,8.3,473272,127,"$48,000,000","$474,171,806 (Worldwide) (16 June 2012)",USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guizi lai le,8.3,4703,139,,,China,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Big Parade,8.3,4697,151,"$245,000","$22,000,000 (Worldwide) (1985)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Make Way for Tomorrow,8.3,4576,91,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Tsumiki no ie,8.3,4567,12,,,Japan,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
The Wind,8.3,4454,79,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Full Metal Jacket,8.3,444351,116,"$17,000,000",,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Sanma no aji,8.3,4351,112,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
One Week,8.3,4280,25,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
More,8.3,4270,6,,,USA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yozhik v tumane,8.3,4196,11,,,Soviet Union,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bakush?,8.3,4182,124,,,Japan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maqbool,8.3,4137,,,,India,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
