Index,Title,Rating,Votes,Runtimes,Budget,World_Gross,Country,Action,Adventure,Adult,Animation,Comedy,Crime,Documentary,Drama,Fantasy,Family,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Short,Thriller,War,Western
15740,Lost,6,1653,,,,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15741,The Fast and the Furious: Tokyo Drift,6,164914,104,"$85,000,000 ","$158,468,292 (Worldwide) (7 September 2006)",USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15742,We're No Angels,6,16480,106,"$20,000,000 ",,USA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15743,Mad About Mambo,6,1643,,,,Ireland,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15744,Cowboys & Aliens,6,163970,135,"$163,000,000 ","$174,822,325 (Worldwide) (3 November 2011)",USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
15745,L'op?ration Corned Beef,6,1637,105,,,France,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15746,Klassefesten,6,1633,,,,Denmark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15747,Gekijouban Poketto monsut? Adobansu jener?shon: Rekkuu no houmonsha Deokishisu,6,1626,98,,"$34,337,258 (worldwide)",Japan,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
15748,Down Periscope,6,16257,92,,"$37,553,752 (Worldwide)",USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15749,The Alamo,6,16248,137,"$107,000,000 ","$25,819,961 (worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
15750,Qualunquemente,6,1624,96,,,Italy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15751,Bliss,6,1605,103,,,Canada,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15752,Son de mar,6,1603,95,"$4,000,000 ",,Spain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15753,Out for Justice,6,15957,91,"$14,000,000 ",,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15754,Circle of Iron,6,1595,102,"$4,000,000 ",,USA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15755,HouseSitter,6,15889,102,,"$94,900,635 (worldwide)",USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15756,Haseena Maan Jaayegi,6,1585,147,,,India,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15757,"Maria, ihm schmeckt's nicht!",6,1577,,,,Italy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15758,The Born Losers,6,1571,113,"$360,000 ",,USA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15759,H,6,1535,106,,,South Korea,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
15760,No Escape,6,15304,118,"$20,000,000 ",,USA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
15761,Miracle at St. Anna,6,15303,160,"$45,000,000 ",,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
15762,Salvando al Soldado P?rez,6,1527,,,,Mexico,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15763,Singh Saab the Great,6,1509,134,,"INR 95,370,930 (worldwide) (22 November 2013)",India,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15764,O Theos agapaei to haviari,6,1507,99,,,Greece,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15765,Tara Road,6,1506,97,,,Ireland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15766,The Object of My Affection,6,15053,111,"$15,000,000 ",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15767,A-List,6,1504,98,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15768,Fall,6,1500,93,"$1,000,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15769,The Corruptor,6,14972,110,,,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
15770,Henry's Crime,6,14894,108,"$12,000,000 ",,USA,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15771,R100,6,1482,99,"$5,500,000 ",,Japan,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15772,The Mephisto Waltz,6,1481,115,,,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15773,The Boost,6,1477,95,"$8,000,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15774,Ik ook van jou,6,1468,99,,,Netherlands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15775,Deeply,6,1462,101,,,Canada,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
15776,Fletch Lives,6,14587,95,,,USA,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15777,The Big Doll House,6,1454,,"$125,000 ",,USA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15778,La hora fr?a,6,1444,,,,Spain,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
15779,For Ellen,6,1443,94,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15780,Jonathan Livingston Seagull,6,1443,120,"$1,500,000 ",,USA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15781,Zivot i smrt porno bande,6,1442,90,,,Serbia,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
15782,Ed and His Dead Mother,6,1428,93,"$1,800,000 ",,USA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15783,Hur m?nga lingon finns det i v?rlden?,6,1412,101,,,Sweden,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15784,Kurtlar Vadisi: Irak,6,13981,122,"$8,300,000 ",,Turkey,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15785,Gandu,6,1395,85,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15786,Critical Care,6,1393,107,"$12,000,000 ",,Australia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15787,Il mio miglior nemico,6,1386,,,,Italy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15788,Hank and Mike,6,1378,,"$2,000,000 ",,Canada,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15789,Macabro,6,1371,89,,,Italy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15790,Pulling Strings,6,1369,,,,Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15791,Harley Davidson and the Marlboro Man,6,13684,98,"$23,000,000 ",,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
15792,The Children,6,13674,84,,,UK,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
15793,The Misfit Brigade,6,1362,100,,,UK,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
15794,The Genius Club,6,1360,,"$2,000,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15795,Terror Tract,6,1360,96,"$1,000,000 ",,USA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
15796,The Nugget,6,1358,,,,Australia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15797,Genghis Khan,6,1356,127,"$3,500,000 ",,UK,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
15798,Ripoux contre ripoux,6,1356,107,,,France,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15799,Quiz,6,1348,85,,,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15800,Papa ou maman,6,1341,85,,,France,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15801,La banda dei Babbi Natale,6,1338,100,,,Italy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15802,Partisan,6,1335,98,,,Australia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15803,Barbecue,6,1333,98,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15804,Kuet chin chi gam ji din,6,1331,,,,Hong Kong,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15805,"I, Anna",6,1331,93,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15806,Che sau,6,1323,90,,,Hong Kong,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15807,La bo?te noire,6,1321,,,,France,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15808,The End of Love,6,1313,89,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15809,The Triumph of Love,6,1306,112,"$5,000,000 ",,Italy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15810,Eye of the Devil,6,1304,92,,,UK,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
15811,How the Grinch Stole Christmas,6,129945,110,"$123,000,000 ","$345,141,403 (worldwide)",USA,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15812,The Pleasure Garden,6,1294,75,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15813,Boy s tenyu,6,1286,,"$3,500,000 ",,Russia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15814,Winning,6,1286,123,"$5,000,000 ",,USA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15815,Worth Winning,6,1283,103,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15816,All Night Long,6,1281,87,,"$10,000,000 (worldwide)",USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15817,Kabhi Alvida Naa Kehna,6,12738,193,,,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15818,"For a Good Time, Call...",6,12703,,"$850,000 ",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15819,Les brigades du Tigre,6,1270,125,,,France,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15820,Dream Wife,6,1257,100,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15821,Liebestraum,6,1256,112,,,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15822,Hide Your Smiling Faces,6,1252,81,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15823,"Indio Black, sai che ti dico: Sei un gran figlio di...",6,1249,104,,,Italy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15824,Shark Tale,6,124581,90,"$75,000,000 ","$367,275,019 (worldwide)",USA,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15825,Kya Kehna,6,1245,155,,,India,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
15826,No One Lives,6,12447,86,"$2,900,000 ",,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
15827,4 inyong shiktak,6,1242,127,,,South Korea,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
15828,Heroes,6,1236,112,"$3,200,000 ",,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15829,Any Which Way You Can,6,12357,116,,,USA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15830,Truth,6,1232,125,,,Australia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15831,Bluebeard,6,1229,72,,,USA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
15832,Judaai,6,1228,167,,,India,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
15833,Devil's Knot,6,12262,114,"$15,000,000 ",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15834,I?imdeki Ses,6,1225,,,,Turkey,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15835,The Riot Club,6,12221,107,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15836,The Jungle Book,6,12200,111,"$27,000,000 ",,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
15837,Esrefpasalilar,6,1219,100,,,Turkey,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15838,Playing It Cool,6,12086,94,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15839,Saving Sarah Cain,6,1205,,"$2,349,352 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15840,Bad Luck Love,6,1201,94,,,Finland,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15841,Zig Zag,6,1192,101,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15842,La fille du RER,6,1192,97,,,France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15843,One of Our Dinosaurs Is Missing,6,1191,100,,,UK,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
15844,Little Buddha,6,11850,123,"$35,000,000 ",,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15845,Strings,6,1185,112,,,Canada,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15846,Showdown in Little Tokyo,6,11830,79,"$8,000,000 ",,USA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15847,The Taking,6,11829,90,,,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
15848,American Outlaws,6,11788,94,"$35,000,000 ","$13,601,109 (Worldwide) (2001)",USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15849,Flipper,6,1178,87,,,USA,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15850,Sejtanov ratnik,6,1177,94,"$300,000 ",,Serbia,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15851,10,6,11708,122,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15852,Encarna??o do Dem?nio,6,1165,94,,,Brazil,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15853,Maladolescenza,6,1164,,,,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15854,Spooks Run Wild,6,1164,65,,,USA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15855,The Gray Man,6,1162,,"$1,300,000 ",,USA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15856,Five Minarets in New York,6,11585,119,"$12,000,000 ",,Turkey,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15857,The Cable Guy,6,115786,96,"$47,000,000 ","$102,825,796 (worldwide)",USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15858,Mahogany,6,1155,109,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15859,Happy Together,6,1152,102,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15860,S.W.A.T.,6,114891,117,"$80,000,000 ","$207,725,639 (Worldwide) (16 January 2013)",USA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15861,Forty Shades of Blue,6,1144,,"$1,500,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15862,Taken 3,6,114279,109,"$48,000,000 ","$325,771,424 (worldwide) (28 May 2015)",France,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15863,Used People,6,1142,,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15864,Triggermen,6,1142,,"$12,000,000 ",,Germany,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15865,2 Days in New York,6,11409,96,"$8,000,000 ",,France,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15866,I Now Pronounce You Chuck & Larry,6,114040,115,"$85,000,000 ","$186,072,214 (worldwide)",USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15867,Dead Man on Campus,6,11384,96,"$14,000,000 ",,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15868,Jersey Girl,6,1134,,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15869,Murderers' Row,6,1134,105,,,USA,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
15870,Sm? citroner gula,6,1131,99,,,Sweden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15871,Goddess,6,1131,104,,,Australia,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
15872,Long khong,6,1130,100,,,Thailand,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
15873,The Assassination of Trotsky,6,1128,103,"$2,500,000 ",,Italy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15874,"Valdez, il mezzosangue",6,1125,98,,,Italy,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15875,The Song,6,1119,116,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15876,World Without End,6,1115,80,,,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
15877,Big Man on Campus,6,1111,105,,,USA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15878,Les vacances du petit Nicolas,6,1102,97,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15879,Hyeongsa,6,1098,,,,South Korea,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15880,Pot o' Gold,6,1097,86,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
15881,Half Light,6,10941,110,,,Germany,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
15882,Swashbuckler,6,1091,101,,,USA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15883,China Girl,6,1085,90,,,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
15884,Julius Caesar,6,1081,117,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
15885,Heaven Knows What,6,1074,94,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15886,Lord of Illusions,6,10717,109,"$12,000,000 ",,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
15887,Fei chang wan mei,6,1065,107,"$3,000,000 ",,South Korea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15888,Ah! Si j'?tais riche,6,1056,105,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15889,Samurai Ayothaya,6,1047,100,,,Thailand,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15890,Radiostars,6,1037,100,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15891,Bayrampasa: Ben fazla kalmayacagim,6,1023,106,,,Turkey,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15892,Z for Zachariah,6,10225,98,,,Iceland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15893,Bo,6,1022,,,,Belgium,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15894,Kindergarten Cop,6,101679,111,"$26,000,000 ","$201,957,688 (worldwide)",USA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15895,Donovan's Brain,6,1016,83,,,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
15896,Badding,6,1013,103,,,Finland,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15897,Jacky au royaume des filles,6,1012,87,,,France,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15898,Carrie,6,100910,100,"$30,000,000 ","$84,790,678 (Worldwide)",USA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15899,Cowgirls 'n Angels,6,1009,92,,,USA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15900,The Wizard,6,10088,96,"$6,000,000 ",,USA,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
15901,Akaash Vani,6,1006,,,,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15902,Small Time,6,1006,104,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15903,Senseless,6,10056,93,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15904,Charlotte Sometimes,6,1005,85,"$80,000 ",,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15905,Lyubov v bolshom gorode,6,1001,,"$3,500,000 ","$10,276,963 (Worldwide) (1 April 2009)",Russia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15906,Dance of the Dead,5.9,9992,87,,,USA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15907,Homeward Bound II: Lost in San Francisco,5.9,9969,89,,,USA,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
15908,Hall Pass,5.9,99121,111,"$36,000,000 ","$83,160,734 (Worldwide)",USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15909,Joshua,5.9,9733,106,,,USA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
15910,The Gate,5.9,9703,85,"$2,500,000 ",,Canada,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15911,Return of the Living Dead III,5.9,9696,97,"$2,000,000 ",,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
15912,The Oranges,5.9,9648,90,,,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15913,The 6th Day,5.9,96300,123,"$82,000,000 ","$96,085,477 (Worldwide)",USA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
15914,Wild Hogs,5.9,96201,100,,"$253,625,427 (Worldwide)",USA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15915,Trapped in Paradise,5.9,9523,111,,,USA,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15916,Raising Cain,5.9,9443,91,"$12,000,000 ","$37,170,057 (worldwide)",USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15917,Death Wish 3,5.9,9426,92,"$9,000,000 ","$16,945,171 (Worldwide)",USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15918,The Brothers Grimm,5.9,94132,118,"$88,000,000 ","$105,316,267 (Worldwide)",USA,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
15919,Billy Bathgate,5.9,9373,106,"$48,000,000 ",,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15920,Robinson Crusoe,5.9,9257,105,,,USA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15921,Hardware,5.9,9239,94,"$1,500,000 ","$5,100,000 (Worldwide)",UK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15922,L'empire des loups,5.9,9227,128,,,France,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15923,Silk,5.9,9186,107,"$20,000,000 ","$7,551,009 (Worldwide) (8 June 2008)",Canada,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15924,Wildcats,5.9,9032,106,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15925,The Substitute,5.9,8902,114,,,USA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15926,4.3.2.1.,5.9,8831,117,"$4,600,000 ",,UK,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15927,The Host,5.9,86904,125,"$40,000,000 ","$63,327,201 (Worldwide)",USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
15928,Stuart Little,5.9,86888,84,"$133,000,000 ","$300,135,367 (worldwide)",Germany,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15929,StreetDance 3D,5.9,8509,,,,UK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15930,Savage Grace,5.9,8456,97,"$4,600,000 ",,Spain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15931,Beyond Re-Animator,5.9,8447,,"$3,000,000 ",,Spain,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
15932,The Darwin Awards,5.9,8434,,,,USA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15933,Columbus Circle,5.9,8414,82,"$10,000,000 ",,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
15934,"Silent Night, Deadly Night",5.9,8357,79,"$1,065,000 ",,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
15935,The Funhouse,5.9,8291,96,,,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15936,ATL,5.9,8283,105,,,USA,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15937,Starship Troopers: Invasion,5.9,8253,89,,,Japan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
